# 200_syn 300_syn
# num of data: 1011
92 12280 4.495566
94 12280 4.977701
95 12253 4.626424
95 12280 3.025096
96 10945 4.361811
96 10961 3.974382
96 11618 4.298661
96 11619 3.802210
96 11642 4.653784
96 11643 2.185708
96 12255 3.255561
96 12256 2.185477
96 12278 2.488545
96 12279 3.016384
96 12826 4.928655
96 12827 3.196337
96 12855 3.666219
96 12856 4.734606
97 10945 4.231295
97 10961 2.898725
97 11618 3.425720
97 11619 2.403064
97 11620 4.238726
97 11641 4.460486
97 11642 3.075081
97 11643 0.976154
97 12254 4.773774
97 12255 2.510336
97 12256 1.325475
97 12257 3.798164
97 12277 4.652324
97 12278 1.965106
97 12279 2.651193
97 12826 4.376489
97 12827 3.054723
97 12855 3.418585
97 12856 4.300368
97 13452 4.833214
98 12280 3.399627
100 10945 4.615704
100 10961 2.448163
100 11618 3.133137
100 11619 1.520961
100 11620 2.958924
100 11627 4.471859
100 11628 4.707565
100 11636 4.571984
100 11637 3.845461
100 11641 3.141420
100 11642 1.659713
100 11643 1.384744
100 12254 4.511012
100 12255 2.601578
100 12256 1.884454
100 12257 2.321827
100 12261 4.796729
100 12277 3.190957
100 12278 2.521949
100 12279 3.103116
100 12826 4.338281
100 12827 3.637513
100 12828 3.826960
100 12854 4.525420
100 12855 3.848988
100 12856 4.402278
100 13452 4.870553
101 10961 2.728525
101 11618 3.567675
101 11619 1.540074
101 11620 2.372142
101 11627 3.626504
101 11628 4.105373
101 11636 3.750458
101 11637 2.979921
101 11641 2.472909
101 11642 0.786397
101 11643 2.456500
101 12254 4.871158
101 12255 3.360767
101 12256 2.861476
101 12257 1.206024
101 12261 3.819954
101 12272 4.102690
101 12277 2.116469
101 12278 3.362485
101 12279 3.946886
101 12826 4.843328
101 12827 4.371382
101 12828 2.784742
101 12834 4.562034
101 12848 4.979373
101 12854 3.524974
101 12855 4.477920
101 12856 4.955453
101 13453 4.096614
101 13475 4.728755
106 10956 4.960766
106 10961 3.344683
106 11618 4.271519
106 11619 2.187674
106 11620 2.293746
106 11627 2.941629
106 11628 3.677867
106 11636 3.061527
106 11637 2.361686
106 11641 2.277212
106 11642 1.014784
106 11643 3.569056
106 12255 4.323373
106 12256 3.950563
106 12257 0.429307
106 12261 2.910385
106 12272 3.077463
106 12277 1.255269
106 12278 4.371220
106 12279 4.950862
106 12828 1.938988
106 12834 3.520493
106 12848 3.960358
106 12854 2.716971
106 13453 3.322066
106 13459 4.418784
106 13468 4.932317
106 13475 3.991032
106 14027 4.513301
106 14049 4.991870
107 10961 4.206222
107 11618 4.970065
107 11619 3.296705
107 11620 2.412844
107 11627 2.452805
107 11628 3.925629
107 11636 3.051182
107 11637 1.847525
107 11641 2.256981
107 11642 2.063297
107 11643 4.737241
107 12257 1.223586
107 12261 2.591864
107 12272 2.492730
107 12277 0.910773
107 12828 1.381913
107 12834 2.839755
107 12848 3.282664
107 12854 2.026679
107 13453 2.646068
107 13459 3.720262
107 13468 4.281099
107 13475 3.283760
107 14027 3.852796
107 14034 4.806947
107 14049 4.385198
107 14574 4.976146
112 11619 4.419666
112 11620 3.111636
112 11627 2.516548
112 11628 4.423455
112 11636 3.430859
112 11637 2.115229
112 11641 2.895959
112 11642 3.223290
112 12257 2.429555
112 12261 2.775300
112 12272 2.425093
112 12277 1.841896
112 12828 1.870191
112 12834 2.606906
112 12848 3.001249
112 12854 2.108802
112 13453 2.587504
112 13459 3.374900
112 13468 3.953283
112 13475 3.087586
112 14027 3.648684
112 14034 4.513948
112 14049 4.196861
112 14574 4.785028
113 11620 4.046883
113 11627 3.113782
113 11628 4.851870
113 11636 3.806616
113 11637 2.956968
113 11641 3.812091
